policy_id,customer_age,vehicle_age,annual_mileage,base_rate,current_premium,risk_segment,age_group
POL-002580,40,6,10000,1088.55,1089.09,low,25-40
POL-002581,28,5,11700,1171.45,1844.47,medium,25-40
POL-002582,35,6,17800,951.15,1453.54,medium,25-40
POL-002583,20,2,12500,973.82,2938.09,high,<25
POL-002584,44,16,7800,914.45,860.41,low,>40
POL-002585,71,4,20100,961.11,1880.29,medium,>40
POL-002586,21,3,17000,849.94,2653.95,high,<25
POL-002587,37,6,12100,904.68,1075.75,low,25-40
POL-002588,25,6,18600,1124.48,2273.45,medium,25-40
POL-002589,24,20,14100,1091.64,2817.22,high,<25
POL-002590,57,13,24600,818.23,1494.35,medium,>40
POL-002591,34,5,14500,1155.39,1626.67,medium,25-40
POL-002592,54,18,24500,968.06,1880.87,medium,>40
POL-002593,62,16,5800,840.87,619.96,low,>40
POL-002594,28,3,16600,922.61,1823.54,medium,25-40
POL-002595,24,20,11300,981.59,2193.72,high,<25
POL-002596,67,4,9200,1132.77,1220.45,low,>40
POL-002597,18,7,22700,909.08,3719.18,high,<25
POL-002598,66,14,20100,1160.62,2182.09,medium,>40
POL-002599,25,1,5500,907.8,1032.61,low,25-40
POL-002600,45,6,18600,1067.22,1598.28,medium,>40
POL-002601,65,8,17600,1157.38,1805.92,medium,>40
POL-002602,41,12,9800,1065.46,1074.23,low,>40
POL-002603,28,6,9300,1073.9,1383.66,low,25-40
POL-002604,20,1,6600,904.11,1801.02,medium,<25
POL-002605,25,20,11600,986.13,1729.33,medium,25-40
POL-002606,20,6,12500,906.75,2202.5,high,<25
POL-002607,20,8,19300,1105.74,3562.06,high,<25
POL-002608,41,2,15200,923.11,1506.01,medium,>40
POL-002609,31,15,8400,934.96,969.27,low,25-40
POL-002610,29,4,15000,802.83,1485.63,medium,25-40
POL-002611,51,4,12000,986.85,1076.46,low,>40
POL-002612,35,13,8900,842.03,906.36,low,25-40
POL-002613,48,2,6600,986.58,935.86,low,>40
POL-002614,35,8,17900,970.9,1489.14,medium,25-40
POL-002615,53,4,16500,933.88,1252.96,low,>40
POL-002616,40,9,17300,1084.81,1582.52,medium,25-40
POL-002617,39,10,9700,952.83,1002.01,low,25-40
POL-002618,19,4,14600,1103.95,3568.48,high,<25
POL-002619,25,15,7300,963.62,1172.42,low,25-40
POL-002620,73,6,8700,782.19,843.53,low,>40
POL-002621,50,20,13700,970.23,1291.94,low,>40
POL-002622,40,13,15200,803.56,1166.54,medium,25-40
POL-002623,35,7,6500,1115.77,885.88,low,25-40
POL-002624,50,7,8400,1173.6,964.51,low,>40
POL-002625,64,2,11500,796.68,1030.0,low,>40
POL-002626,25,13,20800,1077.18,2588.48,high,25-40
POL-002627,44,4,9400,922.43,933.17,low,>40
POL-002628,45,7,14400,935.89,1186.8,low,>40
POL-002629,22,20,15100,953.44,2572.63,high,<25
POL-002630,18,14,12100,1173.79,3526.1,high,<25
POL-002631,49,3,15200,1161.43,1605.77,low,>40
POL-002632,22,6,7400,970.42,1397.06,medium,<25
POL-002633,37,8,10100,970.95,1026.62,low,25-40
POL-002634,39,16,25700,929.46,1993.24,high,25-40
POL-002635,67,14,26600,855.09,1928.82,high,>40
POL-002636,73,9,19700,953.76,1786.44,medium,>40
POL-002637,32,9,22200,1082.2,1949.36,medium,25-40
POL-002638,64,6,5900,992.78,669.65,low,>40
POL-002639,30,8,8800,1120.73,1083.48,low,25-40
POL-002640,36,5,11700,791.75,969.6,low,25-40
POL-002641,33,11,30000,972.35,2130.13,high,25-40
POL-002642,37,9,11700,924.71,1098.45,low,25-40
POL-002643,35,13,18900,1085.02,1905.5,medium,25-40
POL-002644,22,13,16000,800.94,2103.77,high,<25
POL-002645,53,4,15800,826.42,1077.98,low,>40
POL-002646,73,1,13400,930.3,1650.05,medium,>40
POL-002647,38,4,7900,906.38,859.9,low,25-40
POL-002648,18,8,5000,1107.4,1694.58,medium,<25
POL-002649,31,5,24000,1090.25,2129.83,medium,25-40
POL-002650,45,5,10200,951.09,1014.62,low,>40
POL-002651,35,4,5800,946.16,734.3,low,25-40
POL-002652,38,9,16400,1072.75,1587.09,medium,25-40
POL-002653,72,1,16300,925.8,1865.07,medium,>40
POL-002654,62,9,19100,802.08,1185.43,medium,>40
POL-002655,18,10,22300,1118.29,4617.73,high,<25
POL-002656,40,13,8900,980.61,1005.27,low,25-40
POL-002657,49,20,9100,1088.48,1207.56,low,>40
POL-002658,34,1,11700,917.53,1325.88,medium,25-40
POL-002659,73,9,19500,779.08,1449.61,medium,>40
POL-002660,36,11,5200,1131.93,793.74,low,25-40
POL-002661,39,4,14300,805.7,1124.15,low,25-40
POL-002662,40,6,20500,1139.06,1817.2,medium,25-40
POL-002663,33,4,20200,1141.3,1993.24,medium,25-40
POL-002664,34,10,18600,1069.01,1716.4,medium,25-40
POL-002665,44,13,21800,813.31,1492.57,medium,>40
POL-002666,69,2,5000,994.46,850.58,low,>40
POL-002667,22,9,27900,928.64,3234.39,high,<25
POL-002668,20,15,15700,952.81,2966.49,high,<25
POL-002669,41,4,24600,953.59,1802.86,medium,>40
POL-002670,55,0,8000,927.25,917.0,low,>40
POL-002671,45,3,6100,976.53,745.84,low,>40
POL-002672,40,3,30000,1064.41,2289.45,high,25-40
POL-002673,25,3,8900,924.05,1217.94,low,25-40
POL-002674,48,20,11700,958.79,1252.44,low,>40
POL-002675,32,20,17100,989.64,1737.1,medium,25-40
POL-002676,38,17,19100,903.41,1703.95,medium,25-40
POL-002677,52,5,21900,959.58,1547.57,medium,>40
POL-002678,60,17,14900,902.82,1311.01,medium,>40
POL-002679,55,1,8400,961.67,981.68,low,>40
POL-002680,23,3,18600,1110.1,3062.5,high,<25
POL-002681,43,11,18700,1112.66,1707.36,medium,>40
POL-002682,38,4,6000,1172.36,930.13,low,25-40
POL-002683,36,2,25600,834.94,2007.13,high,25-40
POL-002684,29,8,5000,921.16,792.9,low,25-40
POL-002685,45,9,21500,1175.7,1975.36,medium,>40
POL-002686,50,9,10100,800.05,756.8,low,>40
POL-002687,30,10,18500,967.66,1548.24,medium,25-40
POL-002688,39,8,17000,967.13,1434.44,medium,25-40
POL-002689,67,6,13300,848.68,1103.79,low,>40
POL-002690,49,7,16500,940.39,1302.83,low,>40
POL-002691,47,11,13000,1141.95,1383.49,low,>40
POL-002692,39,8,18600,830.33,1305.69,medium,25-40
POL-002693,18,5,30000,814.79,4206.09,high,<25
POL-002694,24,4,7400,1166.59,1767.87,medium,<25
POL-002695,38,7,5000,1092.22,731.22,low,25-40
POL-002696,49,15,11200,923.81,1099.66,low,>40
POL-002697,21,10,10900,962.39,2183.55,high,<25
POL-002698,34,16,11400,794.6,1004.64,low,25-40
POL-002699,49,5,8900,1156.96,1129.57,low,>40
POL-002700,24,8,20000,934.77,2568.2,high,<25
POL-002701,35,8,7300,1111.16,951.35,low,25-40
POL-002702,31,12,16500,1140.42,1693.88,medium,25-40
POL-002703,71,5,18000,851.58,1550.7,medium,>40
POL-002704,66,10,15600,968.05,1425.99,medium,>40
POL-002705,19,15,16800,1074.55,3995.5,high,<25
POL-002706,43,6,20700,1101.86,1768.98,medium,>40
POL-002707,48,3,13800,973.76,1264.35,low,>40
POL-002708,44,15,11600,853.44,1039.33,low,>40
POL-002709,23,11,16800,1134.99,2842.8,high,<25
POL-002710,36,2,17700,959.13,1813.95,medium,25-40
POL-002711,24,6,20100,1106.47,3049.8,high,<25
POL-002712,69,20,6200,818.2,763.92,low,>40
POL-002713,37,9,12400,1112.41,1372.28,low,25-40
POL-002714,46,7,8400,907.74,810.89,low,>40
POL-002715,37,3,17400,904.58,1433.79,medium,25-40
POL-002716,30,3,18700,961.15,1596.51,medium,25-40
POL-002717,36,11,11900,950.93,1142.11,low,25-40
POL-002718,45,3,9700,925.76,955.86,low,>40
POL-002719,70,8,17700,852.21,1458.24,medium,>40
POL-002720,49,6,12700,922.13,1077.66,low,>40
POL-002721,56,8,25700,836.44,1421.99,medium,>40
POL-002722,61,6,30000,843.65,1637.69,medium,>40
POL-002723,29,9,21200,847.9,1905.73,high,25-40
POL-002724,37,13,15000,982.26,1484.42,medium,25-40
POL-002725,46,6,30000,977.95,1998.31,medium,>40
POL-002726,25,12,15000,945.99,1698.03,medium,25-40
POL-002727,37,16,10900,961.77,1181.05,low,25-40
POL-002728,30,8,10000,983.98,1033.69,low,25-40
POL-002729,69,11,9800,942.43,1026.21,low,>40
POL-002730,62,2,13500,834.01,1196.7,medium,>40
POL-002731,30,6,16600,917.66,1340.16,medium,25-40
POL-002732,38,2,7100,825.3,861.97,low,25-40
POL-002733,32,5,11000,915.9,1077.55,low,25-40
POL-002734,35,6,14900,965.23,1314.04,low,25-40
POL-002735,50,20,18000,938.3,1492.0,medium,>40
POL-002736,44,4,13300,924.15,1171.49,low,>40
POL-002737,62,7,15100,936.77,1163.88,low,>40
POL-002738,35,3,7700,969.13,904.24,low,25-40
POL-002739,32,6,9000,1165.7,1143.54,low,25-40
POL-002740,39,9,13100,779.93,997.09,low,25-40
POL-002741,38,10,17000,792.76,1200.57,medium,25-40
POL-002742,27,5,15000,836.87,1548.62,medium,25-40
POL-002743,39,4,9200,1127.7,1181.24,low,25-40
POL-002744,42,18,12100,1099.75,1468.3,low,>40
POL-002745,51,5,26700,832.44,1527.1,medium,>40
POL-002746,63,1,17200,850.11,1427.8,medium,>40
POL-002747,48,15,12500,1092.89,1397.17,low,>40
POL-002748,58,1,8500,818.83,842.32,low,>40
POL-002749,40,15,9800,780.7,852.05,low,25-40
POL-002750,31,2,13500,992.37,1573.82,medium,25-40
POL-002751,38,2,15300,978.66,1683.63,medium,25-40
POL-002752,30,3,17400,950.48,1506.55,medium,25-40
POL-002753,40,5,16100,996.74,1430.58,medium,25-40
POL-002754,52,15,11400,923.42,1022.96,low,>40
POL-002755,22,3,10700,1147.32,2209.61,medium,<25
POL-002756,75,9,30000,842.1,2073.19,high,>40
POL-002757,73,8,10500,847.13,1032.34,low,>40
POL-002758,29,7,7500,1140.73,1277.98,low,25-40
POL-002759,52,13,6500,794.63,610.98,low,>40
POL-002760,70,7,11500,911.18,1178.03,low,>40
POL-002761,61,8,20600,793.79,1206.87,medium,>40
POL-002762,44,11,10400,849.38,890.1,low,>40
POL-002763,21,5,26200,940.69,3890.94,high,<25
POL-002764,35,7,13500,823.79,1051.82,low,25-40
POL-002765,63,8,22200,904.91,1444.36,medium,>40
POL-002766,39,12,9600,949.19,991.48,low,25-40
POL-002767,52,6,9700,941.38,849.51,low,>40
POL-002768,73,7,14100,953.28,1407.06,medium,>40
POL-002769,68,9,16800,809.77,1251.7,medium,>40
POL-002770,74,6,12500,1072.45,1463.75,low,>40
POL-002771,37,4,15400,1068.92,1565.01,medium,25-40
POL-002772,30,11,17600,856.88,1327.26,medium,25-40
POL-002773,48,7,7100,959.86,768.67,low,>40
POL-002774,46,5,11600,963.62,1117.63,low,>40
POL-002775,42,3,10700,989.46,1088.91,low,>40
POL-002776,41,1,10900,824.17,1083.23,low,>40
POL-002777,65,9,16200,829.48,1252.22,medium,>40
POL-002778,54,4,10800,821.89,837.18,low,>40
POL-002779,64,2,5500,793.43,635.1,low,>40
POL-002780,20,3,12100,932.09,2333.35,high,<25
POL-002781,62,8,8400,1163.05,987.01,low,>40
POL-002782,23,4,16900,944.67,2448.71,high,<25
POL-002783,24,8,19400,921.89,2483.16,high,<25
POL-002784,31,4,5100,981.16,700.39,low,25-40
POL-002785,43,7,9500,910.79,881.36,low,>40
POL-002786,20,7,15800,1135.63,3212.18,high,<25
POL-002787,46,11,7200,1142.41,942.66,low,>40
POL-002788,29,11,19200,931.36,1962.74,high,25-40
POL-002789,36,7,21600,918.35,1591.51,medium,25-40
POL-002790,37,3,12600,815.76,1048.3,low,25-40
POL-002791,44,14,9500,1148.56,1228.45,low,>40
POL-002792,35,5,5000,986.74,695.37,low,25-40
POL-002793,34,1,19500,979.96,1973.76,medium,25-40
POL-002794,48,8,30000,912.91,1865.41,medium,>40
POL-002795,45,8,30000,797.27,1629.11,medium,>40
POL-002796,34,5,12400,961.11,1222.3,low,25-40
POL-002797,73,2,8300,1143.51,1485.59,low,>40
POL-002798,46,1,19700,779.72,1505.62,medium,>40
POL-002799,21,5,12800,916.04,2378.56,high,<25
POL-002800,63,3,16700,786.71,1098.49,low,>40
POL-002801,35,12,15500,806.97,1150.87,medium,25-40
POL-002802,22,5,14100,1140.25,2627.38,high,<25
POL-002803,48,5,21400,992.1,1713.24,medium,>40
POL-002804,21,20,21800,1074.03,4415.13,high,<25
POL-002805,23,1,10700,1120.68,2546.8,high,<25
POL-002806,23,7,8900,1105.72,1794.75,medium,<25
POL-002807,24,1,5000,1108.61,1536.46,low,<25
POL-002808,72,15,11600,908.96,1306.19,medium,>40
POL-002809,40,2,8300,929.89,1023.78,low,25-40
POL-002810,51,9,16300,926.48,1196.22,low,>40
POL-002811,22,8,11600,1144.45,2206.73,medium,<25
POL-002812,45,1,12200,963.48,1362.55,medium,>40
POL-002813,45,9,19500,962.95,1518.42,medium,>40
POL-002814,48,4,16100,821.58,1179.18,medium,>40
POL-002815,33,10,12800,935.0,1177.48,low,25-40
POL-002816,21,4,28800,925.66,4071.64,high,<25
POL-002817,50,9,18800,903.57,1280.02,medium,>40
POL-002818,35,6,11200,916.55,1036.46,low,25-40
POL-002819,41,9,11400,1088.63,1210.97,low,>40
POL-002820,39,10,19200,1173.26,1923.07,medium,25-40
POL-002821,35,6,14800,994.69,1348.23,low,25-40
POL-002822,21,5,8200,975.43,1896.21,medium,<25
POL-002823,50,9,20200,829.05,1230.59,medium,>40
POL-002824,26,4,23800,833.84,2082.98,high,25-40
POL-002825,23,6,23000,959.55,2886.99,high,<25
POL-002826,38,17,27000,1136.44,2684.31,high,25-40
POL-002827,66,7,30000,923.33,2037.63,high,>40
POL-002828,38,11,29400,859.09,1857.46,high,25-40
POL-002829,64,4,15700,1148.74,1540.9,low,>40
POL-002830,49,9,12300,924.75,1080.76,low,>40
POL-002831,44,6,5900,1121.53,796.31,low,>40
POL-002832,39,5,13600,977.48,1320.05,low,25-40
POL-002833,32,1,17100,989.06,1829.09,medium,25-40
POL-002834,38,3,13800,938.97,1280.13,low,25-40
POL-002835,46,1,5800,818.67,714.02,low,>40
POL-002836,47,20,11900,931.94,1230.85,low,>40
POL-002837,44,6,18000,938.28,1375.55,medium,>40
POL-002838,41,7,8500,1089.5,980.77,low,>40
POL-002839,68,12,14500,905.34,1271.71,low,>40
POL-002840,43,8,16400,1110.63,1532.62,low,>40
POL-002841,34,5,22300,817.59,1522.71,medium,25-40
POL-002842,65,5,29200,976.59,2229.09,high,>40
POL-002843,42,3,11400,1122.53,1287.3,low,>40
POL-002844,72,9,14700,933.51,1445.51,medium,>40
POL-002845,54,9,14900,946.51,1152.79,low,>40
POL-002846,42,7,18100,844.28,1242.21,medium,>40
POL-002847,45,6,17200,818.44,1164.92,medium,>40
POL-002848,52,9,25600,824.53,1427.63,medium,>40
POL-002849,23,3,5000,1083.38,1272.45,low,<25
POL-002850,43,8,16300,1064.86,1463.63,low,>40
POL-002851,33,17,16800,855.23,1484.0,medium,25-40
POL-002852,33,4,12100,1094.01,1369.35,low,25-40
POL-002853,45,6,5000,1102.93,703.23,low,>40
POL-002854,19,15,13100,1076.86,3406.27,high,<25
POL-002855,21,7,9800,1121.46,2325.5,high,<25
POL-002856,56,11,28700,1146.56,2138.32,medium,>40
POL-002857,71,9,16000,835.26,1366.62,medium,>40
POL-002858,36,9,9400,1159.83,1195.04,low,25-40
POL-002859,61,4,5400,929.72,623.2,low,>40
POL-002860,70,4,17600,804.8,1444.26,medium,>40
POL-002861,64,10,18500,858.18,1242.31,medium,>40
POL-002862,39,2,12300,945.88,1412.01,medium,25-40
POL-002863,28,6,17700,1157.47,2265.91,medium,25-40
POL-002864,48,9,11500,960.59,1074.62,low,>40
POL-002865,32,5,21800,919.68,1687.78,medium,25-40
POL-002866,42,6,21100,993.46,1614.92,medium,>40
POL-002867,69,12,6500,1100.34,917.51,low,>40
POL-002868,25,16,7200,831.63,1002.8,low,25-40
POL-002869,43,20,30000,926.68,2232.39,high,>40
POL-002870,37,15,20500,957.19,1772.19,medium,25-40
POL-002871,37,5,7600,823.37,761.74,low,25-40
POL-002872,42,3,6700,1093.24,887.48,low,>40
POL-002873,44,5,14800,1174.74,1596.26,low,>40
POL-002874,48,9,8100,915.86,815.85,low,>40
POL-002875,54,5,11700,944.59,1013.55,low,>40
POL-002876,65,4,13200,1067.51,1454.33,low,>40
POL-002877,45,17,13000,834.98,1168.02,low,>40
POL-002878,72,5,22400,816.89,1714.75,high,>40
POL-002879,36,9,30000,955.71,2093.67,high,25-40
POL-002880,47,9,10900,968.86,1046.77,low,>40
POL-002881,40,1,8100,975.08,1056.65,low,25-40
POL-002882,69,16,16100,994.25,1618.22,medium,>40
POL-002883,31,3,28100,984.58,2131.04,high,25-40
POL-002884,67,2,11300,805.55,1170.56,medium,>40
POL-002885,67,5,19800,838.64,1487.05,medium,>40
POL-002886,67,3,9300,785.23,851.98,low,>40
POL-002887,18,15,13600,915.44,2967.04,high,<25
POL-002888,24,8,8000,1115.48,1689.37,medium,<25
POL-002889,68,4,13600,1115.48,1549.45,low,>40
POL-002890,45,2,12800,950.55,1386.87,medium,>40
POL-002891,37,9,17700,947.64,1473.26,medium,25-40
POL-002892,23,5,30000,963.43,3626.44,high,<25
POL-002893,24,9,11300,993.16,1922.31,medium,<25
POL-002894,70,8,5500,1083.34,867.16,low,>40
POL-002895,60,3,12300,808.31,925.19,low,>40
POL-002896,33,10,15400,1072.32,1522.88,medium,25-40
POL-002897,62,2,14800,795.4,1211.59,medium,>40
POL-002898,44,5,12600,996.29,1219.33,low,>40
POL-002899,64,6,26400,906.26,1618.96,medium,>40
POL-002900,26,6,14400,1087.93,1862.46,medium,25-40
POL-002901,67,2,12900,943.02,1493.49,medium,>40
POL-002902,37,14,9500,1096.78,1231.72,low,25-40
POL-002903,43,3,6200,1125.06,868.41,low,>40
POL-002904,38,1,15700,996.59,1743.47,medium,25-40
POL-002905,75,8,15100,836.72,1291.26,medium,>40
POL-002906,37,20,8400,941.06,1040.64,low,25-40
POL-002907,71,1,13200,967.38,1699.13,medium,>40
POL-002908,44,3,12700,985.36,1212.16,low,>40
POL-002909,39,12,10200,924.26,1004.24,low,25-40
POL-002910,47,7,9400,970.61,932.81,low,>40
POL-002911,26,2,16200,960.83,2205.67,high,25-40
POL-002912,73,6,12200,839.17,1127.41,low,>40
POL-002913,63,18,10300,910.5,1040.06,low,>40
POL-002914,62,15,9200,1146.09,1140.48,low,>40
POL-002915,30,20,12700,1152.26,1666.95,medium,25-40
POL-002916,18,11,20500,1140.97,4460.57,high,<25
POL-002917,19,4,14800,1086.09,3541.93,high,<25
POL-002918,21,12,12100,917.83,2228.73,high,<25
POL-002919,37,4,15500,972.65,1430.06,medium,25-40
POL-002920,24,6,24900,1136.54,3600.55,high,<25
POL-002921,36,4,16800,995.95,1543.02,medium,25-40
POL-002922,64,11,15200,945.7,1204.87,low,>40
POL-002923,58,10,18000,924.29,1272.88,low,>40
POL-002924,19,4,12600,842.12,2473.54,high,<25
POL-002925,30,13,14700,973.61,1452.15,medium,25-40
POL-002926,74,16,10800,821.86,1127.42,low,>40
POL-002927,57,4,6700,973.37,726.95,low,>40
POL-002928,22,9,15800,1098.79,2644.51,high,<25
POL-002929,44,17,15800,796.69,1265.11,medium,>40
POL-002930,51,8,11900,789.34,813.53,low,>40
POL-002931,47,5,21500,1096.53,1899.32,medium,>40
POL-002932,54,6,9800,1137.31,1033.19,low,>40
POL-002933,45,4,6100,927.05,708.04,low,>40
POL-002934,68,14,9900,986.43,1170.4,low,>40
POL-002935,69,13,6700,926.23,852.66,low,>40
POL-002936,20,20,15700,1140.66,3788.1,high,<25
POL-002937,19,4,9600,1123.09,2764.36,high,<25
POL-002938,72,4,21000,796.35,1602.96,medium,>40
POL-002939,69,2,20800,1126.29,2433.27,high,>40
POL-002940,37,10,8900,993.2,987.63,low,25-40
POL-002941,73,3,9400,992.2,1184.42,low,>40
POL-002942,40,20,17200,802.91,1347.32,medium,25-40
POL-002943,22,3,21000,1124.09,3355.63,high,<25
POL-002944,30,1,5500,916.83,811.13,low,25-40
POL-002945,60,2,15300,947.06,1474.1,medium,>40
POL-002946,68,8,5000,933.04,642.5,low,>40
POL-002947,47,6,10500,990.8,1023.24,low,>40
POL-002948,21,3,22100,962.6,3564.62,high,<25
POL-002949,45,6,30000,794.16,1622.76,medium,>40
POL-002950,21,4,12100,996.77,2495.27,high,<25
POL-002951,73,9,7700,968.45,985.02,low,>40
POL-002952,50,3,10700,915.29,926.7,low,>40
POL-002953,68,7,13900,978.46,1309.61,low,>40
POL-002954,49,7,10000,955.47,955.95,low,>40
POL-002955,72,6,8900,811.82,888.51,low,>40
POL-002956,21,9,11100,921.15,2114.82,high,<25
POL-002957,36,6,16100,928.9,1329.88,medium,25-40
POL-002958,65,10,12500,918.39,1171.41,low,>40
POL-002959,21,6,9100,978.82,1934.26,medium,<25
POL-002960,34,14,10000,1094.57,1270.91,low,25-40
POL-002961,57,7,11200,947.15,938.46,low,>40
POL-002962,50,14,8600,1172.41,1081.37,low,>40
POL-002963,46,4,9800,996.98,1036.28,low,>40
POL-002964,58,3,18000,977.67,1388.03,medium,>40
POL-002965,72,10,12200,1153.48,1582.31,low,>40
POL-002966,18,6,6100,1169.82,2037.1,medium,<25
POL-002967,56,1,21400,1153.24,2161.98,medium,>40
POL-002968,34,4,16300,1114.51,1693.12,medium,25-40
POL-002969,60,8,7200,1070.75,822.04,low,>40
POL-002970,45,6,11500,922.3,1010.51,low,>40
POL-002971,40,3,9500,815.45,830.64,low,25-40
POL-002972,32,6,18300,927.71,1443.48,medium,25-40
POL-002973,61,7,11400,933.77,966.43,low,>40
POL-002974,40,1,13100,1070.6,1585.73,medium,25-40
POL-002975,43,13,12400,954.95,1214.47,low,>40
POL-002976,23,15,6900,935.9,1422.99,medium,<25
POL-002977,47,4,25400,1092.99,2109.85,medium,>40
POL-002978,39,20,18200,960.49,1755.66,medium,25-40
POL-002979,28,6,9600,801.7,1054.48,low,25-40
POL-002980,38,4,14700,947.75,1346.27,medium,25-40
POL-002981,67,4,20900,925.91,1700.52,medium,>40
POL-002982,19,20,13800,967.15,3375.5,high,<25
POL-002983,23,3,27200,1159.67,4095.77,high,<25
POL-002984,36,7,30000,1073.15,2302.48,high,25-40
POL-002985,51,8,12800,846.23,914.49,low,>40
POL-002986,21,10,10400,983.41,2164.16,high,<25
POL-002987,47,7,8600,994.17,901.78,low,>40
POL-002988,19,19,5000,1156.72,2086.8,medium,<25
POL-002989,41,20,23700,954.98,1973.75,high,>40
POL-002990,30,16,11500,909.17,1156.03,low,25-40
POL-002991,26,8,20000,1072.34,2272.75,high,25-40
POL-002992,60,12,21900,1086.03,1754.36,medium,>40
POL-002993,26,5,8300,944.97,1190.27,low,25-40
POL-002994,69,14,8900,993.27,1099.71,low,>40
POL-002995,74,4,29600,919.16,2312.63,high,>40
POL-002996,38,3,13100,823.18,1084.93,low,25-40
POL-002997,36,3,10000,1175.78,1300.19,low,25-40
POL-002998,36,10,8400,903.81,865.59,low,25-40
POL-002999,72,17,12700,782.85,1272.75,medium,>40
POL-003000,36,18,26600,801.13,1874.03,high,25-40
POL-003001,61,1,18400,797.46,1399.39,medium,>40
POL-003002,39,12,14700,1119.84,1543.0,low,25-40
POL-003003,46,3,27600,942.44,1920.16,medium,>40
POL-003004,52,20,25300,957.95,1900.51,medium,>40
POL-003005,63,2,15700,916.47,1450.61,medium,>40
POL-003006,24,1,30000,967.66,4297.98,high,<25
POL-003007,66,13,12100,1088.05,1470.84,low,>40
POL-003008,31,5,22100,1114.62,2063.78,medium,25-40
POL-003009,18,5,11300,905.67,2478.42,high,<25
POL-003010,70,4,20300,978.3,1926.28,medium,>40
POL-003011,41,4,12100,1134.24,1352.1,low,>40
POL-003012,24,13,16600,922.33,2481.29,high,<25
POL-003013,19,3,30000,828.34,4276.04,high,<25
POL-003014,41,6,20700,944.02,1515.58,medium,>40
POL-003015,26,3,16700,1156.54,2294.84,medium,25-40
POL-003016,36,7,9500,995.95,1011.96,low,25-40
POL-003017,67,5,14700,914.33,1335.91,medium,>40
POL-003018,21,9,8600,1118.89,2176.18,medium,<25
POL-003019,48,10,20100,800.16,1286.82,medium,>40
POL-003020,24,17,19900,1147.96,3706.21,high,<25
POL-003021,64,20,12500,905.77,1173.39,low,>40
POL-003022,31,4,28500,954.23,2084.42,high,25-40
POL-003023,27,11,26800,983.92,2575.41,high,25-40
POL-003024,41,5,14400,939.48,1254.05,low,>40
POL-003025,24,10,17400,982.1,2516.61,high,<25
POL-003026,72,9,10400,791.05,978.19,low,>40
POL-003027,41,9,11900,854.3,977.19,low,>40
POL-003028,45,11,8300,977.69,884.84,low,>40
POL-003029,46,7,10900,939.65,994.28,low,>40
POL-003030,37,5,12900,1078.63,1407.47,low,25-40
POL-003031,49,7,6400,821.67,615.08,low,>40
POL-003032,71,20,17500,833.97,1670.01,medium,>40
POL-003033,47,4,21400,914.75,1579.66,medium,>40
POL-003034,55,5,13500,991.15,1167.18,low,>40
POL-003035,30,4,5000,974.96,687.07,low,25-40
POL-003036,38,1,12000,1170.58,1719.62,medium,25-40
POL-003037,18,6,7200,930.93,1805.56,medium,<25
POL-003038,62,10,10300,943.68,933.59,low,>40
POL-003039,23,3,25900,1090.89,3732.13,high,<25
POL-003040,34,16,5000,928.51,687.05,low,25-40
POL-003041,22,9,9300,1080.27,1842.25,medium,<25
POL-003042,46,13,19600,1078.03,1846.2,medium,>40
POL-003043,70,8,9800,834.0,971.77,low,>40
POL-003044,29,6,9500,917.41,1198.49,low,25-40
POL-003045,18,5,30000,789.94,4077.81,high,<25
POL-003046,42,8,16000,1123.87,1526.2,low,>40
POL-003047,40,8,20600,1142.85,1829.02,medium,25-40
POL-003048,20,4,16900,976.41,3037.18,high,<25
POL-003049,42,6,14500,957.62,1219.83,low,>40
POL-003050,35,20,23800,921.65,2005.59,high,25-40
POL-003051,36,7,30000,826.0,1772.21,high,25-40
POL-003052,45,8,6300,1134.09,840.3,low,>40
POL-003053,23,18,13300,927.02,2303.25,high,<25
POL-003054,51,9,13200,1080.18,1215.97,low,>40
POL-003055,43,6,11100,1167.67,1250.25,low,>40
POL-003056,41,13,21000,911.61,1632.8,medium,>40
POL-003057,67,11,15200,928.83,1345.31,medium,>40
POL-003058,41,8,30000,924.49,1889.07,medium,>40
POL-003059,46,8,22100,987.24,1653.84,medium,>40
POL-003060,34,5,24900,950.19,1901.18,medium,25-40
POL-003061,21,3,7900,1171.14,2222.18,medium,<25
POL-003062,65,10,9400,981.18,1039.85,low,>40
POL-003063,73,2,9700,974.21,1400.59,medium,>40
POL-003064,38,3,24500,919.29,1820.09,medium,25-40
POL-003065,42,6,8700,935.21,854.7,low,>40
POL-003066,37,5,8900,980.43,1005.08,low,25-40
POL-003067,47,11,8200,995.94,894.29,low,>40
POL-003068,45,12,30000,985.9,2056.96,high,>40
POL-003069,23,20,12700,992.6,2393.29,high,<25
POL-003070,53,2,17100,963.48,1561.18,medium,>40
POL-003071,23,9,8100,948.37,1478.41,medium,<25
POL-003072,60,9,20800,1121.65,1752.21,medium,>40
POL-003073,47,8,6100,946.06,686.44,low,>40
POL-003074,72,10,8700,1081.35,1190.7,low,>40
POL-003075,22,11,9700,931.55,1632.72,medium,<25
POL-003076,69,16,14900,911.09,1410.06,medium,>40
POL-003077,22,8,9400,1073.92,1806.17,medium,<25
POL-003078,23,19,26800,1098.93,4305.33,high,<25
POL-003079,44,8,16900,1138.61,1602.2,medium,>40
POL-003080,22,5,9900,829.32,1518.5,medium,<25
